month,airline_id,unique_carrier,carrier,carrier_name,carrier_group_new,sdomt_gallons,satl_gallons,spac_gallons,slat_gallons,sint_gallons,ts_gallons,tdomt_gallons,tint_gallons,total_gallons,sdomt_cost,satl_cost,spac_cost,slat_cost,sint_cost,ts_cost,tdomt_cost,tint_cost,total_cost,year
1,21634,KH,KH,Aloha Air Cargo,1,436860,0,0,0,0,436860,436860,0,436860,723082,0,0,0,0,723082,723082,0,723082,2017
1,20372,KLQ,KLQ,Kalitta Charters II,1,0,0,0,0,0,0,69542,38921,108463,0,0,0,0,0,0,145734,90451,236185,2017
1,20169,L2,L2,Lynden Air Cargo Airlines,1,79040,0,0,0,0,79040,168849,16907,185756,186411,0,0,0,0,186411,420337,26124,446461,2017
1,20151,M6,M6,Amerijet International,2,0,0,0,1424029,1424029,1424029,196716,1424029,1620745,0,0,0,2577590,2577590,2577590,356069,2577590,2933659,2017
1,20398,MQ,MQ,Envoy Air,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
1,20405,N8,N8,National Air Cargo Group Inc d/ba National Airlines,1,0,0,0,0,0,0,130949,1112308,1243257,0,0,0,0,0,0,308864,2269013,2577877,2017
1,20108,NC,NC,Northern Air Cargo Inc.,1,330977,0,0,0,0,330977,365193,1235,366428,604311,0,0,0,0,604311,655609,2324,657933,2017
1,20416,NK,NK,Spirit Air Lines,3,24523033,0,0,2103496,2103496,26626529,24523033,2103496,26626529,42391182,0,0,3636160,3636160,46027342,42391182,3636160,46027342,2017
1,20397,OH,OH,PSA Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
1,20304,OO,OO,SkyWest Airlines Inc.,3,5631031,0,0,0,0,5631031,5631031,0,5631031,11005676,0,0,0,0,11005676,11005676,0,11005676,2017
1,20177,PFQ,PFQ,Asia Pacific,1,0,0,0,0,0,0,0,287340,287340,0,0,0,0,0,0,0,540515,540515,2017
1,20100,PO,PO,Polar Air Cargo Airways,3,2972233,706618,12426063,0,13132681,16104914,2972233,13132681,16104914,4932681,1381548,19169925,0,20551473,25484154,4932681,20551473,25484154,2017
1,20149,PRQ,PRQ,Florida West Airlines Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
1,19687,QX,QX,Horizon Air,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
1,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,3244005,0,0,1610803,1610803,4854808,3884944,1714785,5599729,5683184,0,0,2989805,2989805,8672989,6660467,3155260,9815727,2017
1,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,277568,6307,283875,0,0,0,0,0,0,482968,15157,498125,2017
1,19977,UA,UA,United Air Lines Inc.,3,114135421,50681127,56129894,32327378,139138399,253273820,115242670,139805649,255048319,181090577,81595787,92134732,54909181,228639700,409730277,182772832,229727957,412500789,2017
1,21171,VX,VX,Virgin America,3,15375472,0,0,176095,176095,15551567,15928312,176095,16104407,24081055,0,0,314887,314887,24395942,24994366,314887,25309253,2017
1,20195,WI,WI,Sky Lease Cargo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
1,20287,WP,WP,Island Air Hawaii,1,195365,0,0,0,0,195365,195365,0,195365,329664,0,0,0,0,329664,329664,0,329664,2017
1,20377,X9,X9,Omni Air International LLC,2,0,0,0,0,0,0,481822,2856741,3338563,0,0,0,0,0,0,880829,5972428,6853257,2017
1,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,359944,339349,699293,0,0,0,0,0,0,716107,675133,1391240,2017
1,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
1,20452,YX,YX,Republic Airline,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
1,20046,ZW,ZW,Air Wisconsin Airlines Corp,2,3636,0,0,0,0,3636,3636,0,3636,12151,0,0,0,0,12151,12151,0,12151,2017
1,19393,WN,WN,Southwest Airlines Co.,3,162137430,0,0,1327699,1327699,163465129,162340545,1327699,163668244,288113764,0,0,2697338,2697338,290811102,288448797,2697338,291146135,2017
1,21236,0JQ,0JQ,Vision Airlines,1,0,0,0,0,0,0,113588,20237,133825,0,0,0,0,0,0,290954,87265,378219,2015
1,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,149758,23240,172998,0,0,0,0,0,0,515168,61121,576289,2015
1,20397,OH,16,PSA Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,21645,23Q,23Q,Sky King Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,248419,0,0,0,0,248419,312227,0,312227,747989,0,0,0,0,747989,940115,0,940115,2015
1,19917,5X,5X,United Parcel Service,3,30696000,9987000,16233000,2782000,29002000,59698000,30696000,29002000,59698000,50705000,15919000,29010000,4971000,49900000,100605000,50705000,49900000,100605000,2015
1,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,4710772,21042723,25753495,0,0,0,0,0,0,10592898,50069690,60662588,2015
1,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,14998,662346,677344,0,0,0,0,0,0,52103,2254606,2306709,2015
1,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,20190,9S,9S,Southern Air Inc.,2,0,1951180,1971252,0,3922432,3922432,0,3922432,3922432,0,7063272,7135932,0,14199204,14199204,0,14199204,14199204,2015
1,19805,AA,AA,American Airlines Inc.,3,110155124,24287442,17010699,48202691,89500832,199655956,110395239,89593784,199989023,195473294,38616773,29544866,86877338,155038977,350512271,195881242,155240499,351121741,2015
1,20453,ABX,ABX,ABX Air Inc,2,25773,0,0,0,0,25773,25773,0,25773,47791,0,0,0,0,47791,47791,0,47791,2015
1,19930,AS,AS,Alaska Airlines Inc.,3,32978180,0,0,1251059,1251059,34229239,33038474,1251059,34289533,65623892,0,0,2215594,2215594,67839486,65732649,2215594,67948243,2015
1,20409,B6,B6,JetBlue Airways,3,44725469,0,0,10140197,10140197,54865666,44725469,10140197,54865666,90381642,0,0,20491403,20491403,110873045,90381642,20491403,110873045,2015
1,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,19790,DL,DL,Delta Air Lines Inc.,3,128505448,52573705,42509341,30945052,126028098,254533546,130116496,127400046,257516542,321234269,131422254,106263644,77355563,315041461,636275730,325715496,318471018,644186514,2015
1,20366,EV,EV,ExpressJet Airlines Inc.,3,102060,0,0,0,0,102060,102060,0,102060,323056,0,0,0,0,323056,323056,0,323056,2015
1,20436,F9,F9,Frontier Airlines Inc.,3,12592758,0,0,2284310,2284310,14877068,12669754,2300570,14970324,23101489,0,0,4549847,4549847,27651336,23283640,4585615,27869255,2015
1,20203,FCQ,FCQ,Falcon Air Express,1,0,0,0,0,0,0,0,114398,114398,0,0,0,0,0,0,0,265402,265402,2015
1,20107,FX,FX,Federal Express Corporation,3,56990489,11439989,19820050,2154046,33414085,90404574,58367165,34155405,92522570,96924000,21150000,41200000,4594000,66944000,163868000,99393000,68733000,168126000,2015
1,20368,G4,G4,Allegiant Air,2,10111041,0,0,0,0,10111041,10542221,0,10542221,19132987,0,0,0,0,19132987,20000259,0,20000259,2015
1,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0,0,0,0,0,0,51222,112409,163631,0,0,0,0,0,0,116655,260061,376716,2015
1,20402,GL,GL,Miami Air International,2,0,0,0,0,0,0,352524,329418,681942,0,0,0,0,0,0,844471,789123,1633594,2015
1,19690,HA,HA,Hawaiian Airlines Inc.,3,13589456,0,6143375,0,6143375,19732831,13687831,6160141,19847972,25405720,0,12708895,0,12708895,38114615,25605676,12740628,38346304,2015
1,20310,WL,K8,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0,0,0,0,0,0,27448,160956,188404,0,0,0,0,0,0,52700,309033,361733,2015
1,20370,KAQ,KAQ,Kalitta Air LLC,2,0,0,0,0,0,0,522211,1894420,2416631,0,0,0,0,0,0,977220,4084550,5061770,2015
1,21629,KD,KD,Western Global,1,0,0,0,0,0,0,28288,16791,45079,0,0,0,0,0,0,51547,58373,109920,2015
1,21634,KH,KH,Aloha Air Cargo,1,469255,0,0,0,0,469255,469255,0,469255,790721,0,0,0,0,790721,790721,0,790721,2015
1,20372,KLQ,KLQ,Kalitta Charters II,1,0,0,0,0,0,0,99972,40900,140872,0,0,0,0,0,0,243506,85454,328960,2015
1,20169,L2,L2,Lynden Air Cargo Airlines,1,78107,0,0,0,0,78107,101851,0,101851,166748,0,0,0,0,166748,229402,0,229402,2015
1,20151,M6,M6,Amerijet International,2,0,0,0,1335976,1335976,1335976,215314,1476051,1691365,0,0,0,2394275,2394275,2394275,385876,2645311,3031187,2015
1,20398,MQ,MQ,Envoy Air,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,20405,N8,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",1,0,0,0,0,0,0,0,410414,410414,0,0,0,0,0,0,0,1264265,1264265,2015
1,20108,NC,NC,Northern Air Cargo Inc.,1,302864,0,0,0,0,302864,329481,0,329481,558213,0,0,0,0,558213,606305,0,606305,2015
1,20416,NK,NK,Spirit Air Lines,3,17117251,0,0,1923270,1923270,19040521,17117251,1923270,19040521,34434751,0,0,3869039,3869039,38303790,34434751,3869039,38303790,2015
1,20304,OO,OO,SkyWest Airlines Inc.,3,4128871,0,0,0,0,4128871,4128871,0,4128871,8969786,0,0,0,0,8969786,8969786,0,8969786,2015
1,20177,PFQ,PFQ,Asia Pacific,1,0,0,0,0,0,0,0,332961,332961,0,0,0,0,0,0,0,862055,862055,2015
1,20100,PO,PO,Polar Air Cargo Airways,3,2545828,888316,10920534,0,11808850,14354678,2545828,11808850,14354678,4488091,2039193,20059074,0,22098267,26586358,4488091,22098267,26586358,2015
1,20149,PRQ,PRQ,Florida West Airlines Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,19687,QX,QX,Horizon Air,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,20448,S5,S5,Shuttle America Corp.,2,6301599,0,0,0,0,6301599,6301599,0,6301599,10206564,0,0,0,0,10206564,10206564,0,10206564,2015
1,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,2756723,0,0,1323171,1323171,4079894,3243140,1586518,4829658,4990272,0,0,2483088,2483088,7473360,6151014,3000427,9151441,2015
1,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,236043,8635,244678,0,0,0,0,0,0,413257,25046,438303,2015
1,19977,UA,UA,United Air Lines Inc.,3,107320509,52708715,56211091,28022429,136942235,244262744,108316645,137472732,245789377,187329301,98856737,106386576,52599803,257843116,445172417,189982976,258846726,448829702,2015
1,20355,US,US,US Airways Inc.,3,69739550,10615705,0,7509239,18124944,87864494,70101076,18215087,88316163,120874399,19367563,0,13620008,32987571,153861970,121510869,33158438,154669307,2015
1,21171,VX,VX,Virgin America,3,12398088,0,0,152809,152809,12550897,12441427,152809,12594236,23774320,0,0,272458,272458,24046778,23862346,272458,24134804,2015
1,20308,WE,WE,Centurion Cargo Inc.,2,0,0,0,0,0,0,0,354916,354916,0,0,0,0,0,0,0,589170,589170,2015
1,20195,WI,WI,Sky Lease Cargo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,20287,WP,WP,Island Air Hawaii,1,150568,0,0,0,0,150568,150568,0,150568,328845,0,0,0,0,328845,328845,0,328845,2015
1,20377,X9,X9,Omni Air Express,2,0,0,0,0,0,0,387380,2409067,2796447,0,0,0,0,0,0,819859,8121133,8940992,2015
1,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,83607,188572,272179,0,0,0,0,0,0,288444,650573,939017,2015
1,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1,20452,YX,YX,Republic Airlines,2,13863113,0,0,0,0,13863113,13863113,0,13863113,24606382,0,0,0,0,24606382,24606382,0,24606382,2015
1,20046,ZW,ZW,Air Wisconsin Airlines Corp,2,6472639,0,0,0,0,6472639,6472639,0,6472639,13048498,0,0,0,0,13048498,13048498,0,13048498,2015
1,19393,WN,WN,Southwest Airlines Co.,3,142391393,0,0,807870,807870,143199263,142638841,807870,143446711,277084552,0,0,1556082,1556082,278640634,277572951,1556082,279129033,2015
1,21161,09Q,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,0,0,0,0,0,0,581221,653989,1235210,0,0,0,0,0,0,1831212,1618745,3449957,2019
1,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
1,21492,1BQ,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,0,0,0,0,0,0,35325,25496,60821,0,0,0,0,0,0,102795,74193,176988,2019
1,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
1,21712,2HQ,2HQ,Elite Airways LLC,1,66815,0,0,0,0,66815,410186,0,410186,175499,0,0,0,0,175499,1518919,0,1518919,2019
1,21974,3EQ,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
1,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,287034,0,0,0,0,287034,304851,0,304851,746126,0,0,0,0,746126,792440,0,792440,2019
1,19917,5X,5X,United Parcel Service,3,41673000,12332000,16238000,2967000,31537000,73210000,41673000,31537000,73210000,75938000,22394000,29385000,5845000,57624000,133562000,75938000,57624000,133562000,2019
1,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,14285985,30124140,44410125,0,0,0,0,0,0,30473337,61310144,91783481,2019
1,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,23622,742229,765851,0,0,0,0,0,0,43613,1910733,1954346,2019
1,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
1,20190,9S,9S,Southern Air Inc.,2,879987,2095479,3874541,0,5970020,6850007,879987,5970020,6850007,1839813,4762196,7207014,0,11969210,13809023,1839813,11969210,13809023,2019
1,19805,AA,AA,American Airlines Inc.,3,181805365,35379724,19744574,48979198,104103496,285908861,182280559,104264171,286544730,330993694,65177657,36092606,94494528,195764791,526758485,331867432,196062834,527930266,2019
1,20453,ABX,ABX,ABX Air Inc,2,229897,0,0,0,0,229897,229897,0,229897,443700,0,0,0,0,443700,443700,0,443700,2019
1,19930,AS,AS,Alaska Airlines Inc.,3,55801380,0,0,1202557,1202557,57003937,55881608,1202557,57084165,114278887,0,0,2867163,2867163,117146050,114428031,2867163,117295194,2019
